지역,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
광주 동구,324115,서석동,2019010101,0.003,0.6,0.024,0.024,27,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010102,0.003,0.7,0.01,0.04,40,29,광주 동구 서남로 1
광주 동구,324115,서석동,2019010103,0.003,0.7,0.015,0.031,34,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019010104,0.003,0.7,0.009,0.037,36,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019010105,0.003,0.8,0.006,0.042,38,26,광주 동구 서남로 1
광주 동구,324115,서석동,2019010106,0.003,0.7,0.007,0.041,39,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019010107,0.003,0.6,0.017,0.029,39,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019010108,0.003,0.5,0.023,0.021,34,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010109,0.003,0.5,0.024,0.02,30,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010110,0.003,0.6,0.023,0.02,32,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019010111,0.003,0.5,0.021,0.024,35,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019010112,0.003,0.5,0.023,0.024,32,21,광주 동구 서남로 1
광주 동구,324115,서석동,2019010113,0.003,0.5,0.03,0.015,35,21,광주 동구 서남로 1
광주 동구,324115,서석동,2019010114,0.003,0.5,0.03,0.015,32,21,광주 동구 서남로 1
광주 동구,324115,서석동,2019010115,0.002,0.6,0.027,0.019,34,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019010116,0.003,0.5,0.029,0.018,37,30,광주 동구 서남로 1
광주 동구,324115,서석동,2019010117,0.003,0.5,0.035,0.014,36,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019010118,0.002,0.4,0.035,0.013,27,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010119,0.002,0.5,0.033,0.015,27,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019010120,0.002,0.5,0.033,0.014,22,11,광주 동구 서남로 1
광주 동구,324115,서석동,2019010121,0.003,0.5,0.033,0.015,25,12,광주 동구 서남로 1
광주 동구,324115,서석동,2019010122,0.003,0.6,0.036,0.013,35,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010123,0.003,0.5,0.037,0.01,34,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019010124,0.003,0.5,0.037,0.01,33,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019010201,0.002,0.5,0.037,0.007,27,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010202,0.002,0.5,0.037,0.007,25,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019010203,0.002,0.5,0.036,0.007,29,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019010204,0.003,0.5,0.036,0.007,27,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010205,0.003,0.5,0.036,0.007,26,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019010206,0.003,0.5,0.035,0.009,22,11,광주 동구 서남로 1
광주 동구,324115,서석동,2019010207,0.003,0.5,0.023,0.042,26,11,광주 동구 서남로 1
광주 동구,324115,서석동,2019010208,0.002,0.6,0.017,0.032,28,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010209,0.003,0.9,0.005,0.048,31,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010210,0.003,0.8,0.009,0.043,44,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019010211,0.003,0.6,0.02,0.028,48,21,광주 동구 서남로 1
광주 동구,324115,서석동,2019010212,0.003,0.7,0.024,0.024,40,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010213,0.002,0.6,0.033,0.015,36,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019010214,0.003,0.7,0.034,0.014,34,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010215,0.003,0.6,0.034,0.014,30,12,광주 동구 서남로 1
광주 동구,324115,서석동,2019010216,0.002,0.6,0.035,0.013,39,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010217,0.002,0.6,0.03,0.019,40,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019010218,0.003,0.6,0.029,0.019,42,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019010219,0.003,0.7,0.021,0.028,32,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010220,0.003,0.8,0.013,0.037,36,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019010221,0.003,0.7,0.024,0.022,38,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019010222,0.003,0.7,0.02,0.028,36,21,광주 동구 서남로 1
광주 동구,324115,서석동,2019010223,0.002,0.6,0.022,0.027,35,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010224,0.002,0.5,0.033,0.013,31,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010301,0.003,0.5,0.035,0.011,29,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010302,0.003,0.5,0.032,0.012,26,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010303,0.003,0.6,0.028,0.015,28,12,광주 동구 서남로 1
광주 동구,324115,서석동,2019010304,0.003,0.5,0.031,0.012,30,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010305,0.003,0.5,0.035,0.009,28,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019010306,0.003,0.5,0.035,0.009,27,11,광주 동구 서남로 1
광주 동구,324115,서석동,2019010307,0.003,0.5,0.032,0.013,22,10,광주 동구 서남로 1
광주 동구,324115,서석동,2019010308,0.003,0.5,0.031,0.014,28,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019010309,0.003,0.5,0.03,0.016,27,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019010310,0.003,0.5,0.032,0.013,26,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010311,0.003,0.5,0.034,0.012,27,12,광주 동구 서남로 1
광주 동구,324115,서석동,2019010312,0.003,0.5,0.036,0.011,27,11,광주 동구 서남로 1
광주 동구,324115,서석동,2019010313,0.003,0.5,0.037,0.011,24,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010314,0.003,0.5,0.036,0.014,23,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010315,0.003,0.6,0.035,0.018,30,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010316,0.003,0.7,0.034,0.02,33,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010317,0.003,0.5,0.033,0.021,29,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010318,0.003,0.5,0.023,0.029,26,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010319,0.003,0.8,0.013,0.04,27,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010320,0.003,0.7,0.009,0.043,34,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010321,0.003,0.8,0.003,0.046,39,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010322,0.003,0.8,0.003,0.045,40,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010323,0.003,1,0.003,0.048,36,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010324,0.003,1,0.003,0.047,43,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019010401,0.003,0.9,0.002,0.044,45,27,광주 동구 서남로 1
광주 동구,324115,서석동,2019010402,0.003,0.9,0.002,0.042,42,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019010403,0.003,0.8,0.003,0.039,37,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019010404,0.003,0.8,0.004,0.037,35,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019010405,0.003,0.8,0.003,0.036,33,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019010406,0.003,0.8,0.002,0.036,30,21,광주 동구 서남로 1
광주 동구,324115,서석동,2019010407,0.003,0.9,0.002,0.038,29,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010408,0.003,0.9,0.002,0.042,37,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010409,0.003,0.9,0.004,0.04,38,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010410,,,,,,,광주 동구 서남로 1
광주 동구,324115,서석동,2019010411,0.004,1,0.005,0.049,52,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019010412,0.004,0.9,0.004,0.05,79,45,광주 동구 서남로 1
광주 동구,324115,서석동,2019010413,0.004,0.9,0.005,0.052,82,50,광주 동구 서남로 1
광주 동구,324115,서석동,2019010414,0.004,0.8,0.006,0.049,80,52,광주 동구 서남로 1
광주 동구,324115,서석동,2019010415,0.003,0.7,0.005,0.049,72,43,광주 동구 서남로 1
광주 동구,324115,서석동,2019010416,0.003,0.5,0.018,0.032,66,35,광주 동구 서남로 1
광주 동구,324115,서석동,2019010417,0.003,0.4,0.032,0.021,36,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010418,0.003,0.4,0.028,0.026,35,26,광주 동구 서남로 1
광주 동구,324115,서석동,2019010419,0.003,0.8,0.016,0.037,38,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019010420,0.003,0.6,0.015,0.04,45,29,광주 동구 서남로 1
광주 동구,324115,서석동,2019010421,0.004,0.9,0.008,0.049,47,35,광주 동구 서남로 1
광주 동구,324115,서석동,2019010422,0.004,0.8,0.002,0.056,52,31,광주 동구 서남로 1
광주 동구,324115,서석동,2019010423,0.004,0.8,0.002,0.055,63,39,광주 동구 서남로 1
광주 동구,324115,서석동,2019010424,0.004,0.9,0.002,0.057,66,42,광주 동구 서남로 1
광주 동구,324115,서석동,2019010501,0.004,1,0.002,0.057,70,47,광주 동구 서남로 1
광주 동구,324115,서석동,2019010502,0.004,0.9,0.002,0.054,67,47,광주 동구 서남로 1
광주 동구,324115,서석동,2019010503,0.004,0.8,0.002,0.051,63,48,광주 동구 서남로 1
광주 동구,324115,서석동,2019010504,0.005,0.9,0.002,0.05,69,49,광주 동구 서남로 1
광주 동구,324115,서석동,2019010505,0.005,0.9,0.002,0.05,66,49,광주 동구 서남로 1
광주 동구,324115,서석동,2019010506,0.004,0.8,0.002,0.048,65,49,광주 동구 서남로 1
광주 동구,324115,서석동,2019010507,0.005,0.8,0.002,0.046,71,51,광주 동구 서남로 1
광주 동구,324115,서석동,2019010508,0.004,1,0.002,0.05,90,74,광주 동구 서남로 1
광주 동구,324115,서석동,2019010509,0.005,0.9,0.004,0.051,72,54,광주 동구 서남로 1
광주 동구,324115,서석동,2019010510,0.004,0.9,0.019,0.032,90,65,광주 동구 서남로 1
광주 동구,324115,서석동,2019010511,0.004,0.9,0.031,0.024,126,94,광주 동구 서남로 1
광주 동구,324115,서석동,2019010512,0.004,0.7,0.038,0.019,120,87,광주 동구 서남로 1
광주 동구,324115,서석동,2019010513,0.003,0.6,0.041,0.017,84,57,광주 동구 서남로 1
광주 동구,324115,서석동,2019010514,0.003,0.5,0.04,0.021,69,45,광주 동구 서남로 1
광주 동구,324115,서석동,2019010515,0.003,0.5,0.042,0.021,66,43,광주 동구 서남로 1
광주 동구,324115,서석동,2019010516,0.003,0.6,0.037,0.024,56,41,광주 동구 서남로 1
광주 동구,324115,서석동,2019010517,0.004,0.5,0.037,0.025,47,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010518,0.003,0.5,0.035,0.027,53,28,광주 동구 서남로 1
광주 동구,324115,서석동,2019010519,0.004,0.6,0.021,0.037,68,45,광주 동구 서남로 1
광주 동구,324115,서석동,2019010520,0.004,0.5,0.03,0.023,67,43,광주 동구 서남로 1
광주 동구,324115,서석동,2019010521,0.004,0.5,0.025,0.026,57,34,광주 동구 서남로 1
광주 동구,324115,서석동,2019010522,0.004,0.5,0.016,0.033,53,27,광주 동구 서남로 1
광주 동구,324115,서석동,2019010523,0.004,0.5,0.023,0.025,43,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019010524,0.003,0.4,0.029,0.017,36,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010601,0.003,0.3,0.034,0.011,29,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019010602,0.004,0.4,0.035,0.01,27,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010603,0.005,0.4,0.034,0.01,29,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010604,0.005,0.4,0.034,0.01,35,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010605,0.005,0.4,0.034,0.01,38,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010606,0.005,0.4,0.033,0.011,36,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010607,0.005,0.4,0.031,0.013,32,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019010608,0.005,0.5,0.02,0.025,32,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019010609,0.005,0.6,0.016,0.029,37,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010610,0.005,0.6,0.019,0.029,41,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010611,0.004,0.6,0.028,0.021,45,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019010612,0.004,0.5,0.028,0.022,36,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010613,0.004,0.5,0.034,0.017,35,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010614,0.004,0.5,0.039,0.013,30,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019010615,0.004,0.4,0.04,0.013,33,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019010616,0.004,0.5,0.04,0.014,34,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010617,0.004,0.5,0.038,0.014,40,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019010618,0.003,0.6,0.034,0.018,43,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010619,0.003,0.6,0.029,0.022,41,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010620,0.003,0.4,0.027,0.024,45,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010621,0.003,0.4,0.031,0.017,38,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010622,0.003,0.4,0.034,0.015,36,21,광주 동구 서남로 1
광주 동구,324115,서석동,2019010623,0.003,0.4,0.036,0.011,33,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010624,0.003,0.5,0.027,0.02,28,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010701,0.003,0.5,0.022,0.025,31,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010702,0.003,0.5,0.031,0.015,35,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010703,0.003,0.5,0.03,0.015,31,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010704,0.003,0.5,0.026,0.018,34,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010705,0.003,0.5,0.02,0.025,31,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010706,0.003,0.6,0.009,0.035,35,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010707,0.004,0.8,0.003,0.043,35,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019010708,0.004,1,0.002,0.048,42,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010709,0.004,1.1,0.003,0.052,49,32,광주 동구 서남로 1
광주 동구,324115,서석동,2019010710,0.004,1.2,0.005,0.055,61,30,광주 동구 서남로 1
광주 동구,324115,서석동,2019010711,0.003,0.5,0.032,0.018,77,41,광주 동구 서남로 1
광주 동구,324115,서석동,2019010712,0.003,0.4,0.036,0.013,30,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010713,0.003,0.4,0.038,0.012,29,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010714,0.004,0.6,0.039,0.014,35,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010715,0.004,0.6,0.039,0.017,52,35,광주 동구 서남로 1
광주 동구,324115,서석동,2019010716,0.004,0.6,0.04,0.02,65,41,광주 동구 서남로 1
광주 동구,324115,서석동,2019010717,0.004,0.6,0.038,0.018,77,51,광주 동구 서남로 1
광주 동구,324115,서석동,2019010718,0.004,0.6,0.031,0.025,77,51,광주 동구 서남로 1
광주 동구,324115,서석동,2019010719,0.004,0.7,0.026,0.029,69,50,광주 동구 서남로 1
광주 동구,324115,서석동,2019010720,0.004,0.7,0.033,0.021,69,48,광주 동구 서남로 1
광주 동구,324115,서석동,2019010721,0.004,0.6,0.031,0.022,70,51,광주 동구 서남로 1
광주 동구,324115,서석동,2019010722,0.004,0.7,0.027,0.024,71,55,광주 동구 서남로 1
광주 동구,324115,서석동,2019010723,0.004,0.7,0.024,0.027,76,54,광주 동구 서남로 1
광주 동구,324115,서석동,2019010724,0.004,0.7,0.022,0.027,71,53,광주 동구 서남로 1
광주 동구,324115,서석동,2019010801,0.004,0.7,0.029,0.021,69,53,광주 동구 서남로 1
광주 동구,324115,서석동,2019010802,0.004,0.6,0.035,0.014,65,50,광주 동구 서남로 1
광주 동구,324115,서석동,2019010803,0.004,0.6,0.035,0.014,66,45,광주 동구 서남로 1
광주 동구,324115,서석동,2019010804,0.004,0.6,0.038,0.01,66,47,광주 동구 서남로 1
광주 동구,324115,서석동,2019010805,0.004,0.7,0.031,0.016,64,42,광주 동구 서남로 1
광주 동구,324115,서석동,2019010806,0.004,0.8,0.022,0.025,66,47,광주 동구 서남로 1
광주 동구,324115,서석동,2019010807,0.005,0.9,0.009,0.039,73,50,광주 동구 서남로 1
광주 동구,324115,서석동,2019010808,0.005,1.1,0.003,0.049,82,53,광주 동구 서남로 1
광주 동구,324115,서석동,2019010809,0.005,1.1,0.008,0.044,89,63,광주 동구 서남로 1
광주 동구,324115,서석동,2019010810,0.005,0.8,0.024,0.024,93,61,광주 동구 서남로 1
광주 동구,324115,서석동,2019010811,0.005,0.8,0.026,0.023,80,53,광주 동구 서남로 1
광주 동구,324115,서석동,2019010812,0.004,0.7,0.029,0.021,69,48,광주 동구 서남로 1
광주 동구,324115,서석동,2019010813,0.004,0.8,0.036,0.016,65,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019010814,0.004,0.7,0.036,0.015,51,28,광주 동구 서남로 1
광주 동구,324115,서석동,2019010815,0.004,0.6,0.035,0.015,65,28,광주 동구 서남로 1
광주 동구,324115,서석동,2019010816,0.004,0.6,0.034,0.016,63,33,광주 동구 서남로 1
광주 동구,324115,서석동,2019010817,0.003,0.5,0.036,0.014,56,28,광주 동구 서남로 1
광주 동구,324115,서석동,2019010818,0.003,0.4,0.037,0.015,43,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019010819,0.003,0.5,0.035,0.015,37,11,광주 동구 서남로 1
광주 동구,324115,서석동,2019010820,0.003,0.5,0.034,0.015,40,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010821,0.003,0.5,0.031,0.017,35,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019010822,0.003,0.5,0.031,0.016,35,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019010823,0.003,0.5,0.032,0.013,36,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010824,0.003,0.5,0.034,0.009,43,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010901,0.003,0.4,0.035,0.006,37,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010902,0.003,0.5,0.033,0.007,34,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019010903,0.003,0.5,0.032,0.007,35,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010904,0.003,0.5,0.03,0.007,30,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019010905,0.003,0.5,0.03,0.007,34,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019010906,0.003,0.5,0.027,0.011,35,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010907,0.004,0.5,0.024,0.014,35,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010908,0.005,0.6,0.023,0.016,31,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019010909,0.004,0.6,0.024,0.015,34,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019010910,0.004,0.6,0.022,0.017,35,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019010911,0.004,0.6,0.023,0.017,37,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010912,0.004,0.6,0.022,0.021,39,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010913,0.004,0.6,0.022,0.021,42,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019010914,0.004,0.7,0.016,0.03,36,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010915,0.004,0.7,0.013,0.035,44,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019010916,0.004,0.7,0.012,0.036,44,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019010917,0.003,0.7,0.013,0.035,54,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019010918,0.003,0.6,0.012,0.036,45,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019010919,0.003,1,0.003,0.046,34,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019010920,0.003,0.7,0.004,0.041,39,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019010921,0.003,0.7,0.003,0.04,35,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010922,0.003,0.7,0.003,0.04,34,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019010923,0.003,0.9,0.002,0.047,37,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019010924,0.003,0.8,0.002,0.044,44,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019011001,0.003,0.9,0.002,0.045,38,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019011002,0.004,0.9,0.003,0.045,44,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019011003,0.004,0.9,0.002,0.042,53,34,광주 동구 서남로 1
광주 동구,324115,서석동,2019011004,0.004,0.8,0.002,0.039,53,33,광주 동구 서남로 1
광주 동구,324115,서석동,2019011005,0.003,0.7,0.002,0.039,45,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019011006,0.003,0.7,0.002,0.039,46,27,광주 동구 서남로 1
광주 동구,324115,서석동,2019011007,0.003,0.6,0.004,0.039,43,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019011008,0.004,0.7,0.005,0.038,41,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019011009,0.004,0.7,0.004,0.039,45,26,광주 동구 서남로 1
광주 동구,324115,서석동,2019011010,,,,,,,광주 동구 서남로 1
광주 동구,324115,서석동,2019011011,,,,,,,광주 동구 서남로 1
광주 동구,324115,서석동,2019011012,0.003,0.4,0.027,0.019,39,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019011013,0.003,0.3,0.033,0.015,31,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019011014,0.002,0.4,0.035,0.014,24,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019011015,0.002,0.3,0.032,0.015,28,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019011016,0.002,0.3,0.026,0.02,27,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019011017,0.002,0.4,0.026,0.018,27,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019011018,0.002,0.5,0.023,0.021,32,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019011019,0.002,0.6,0.019,0.025,32,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019011020,0.002,0.4,0.024,0.02,34,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019011021,0.002,0.4,0.021,0.023,34,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019011022,0.002,0.3,0.024,0.018,36,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019011023,0.002,0.4,0.023,0.021,31,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019011024,0.002,0.3,0.029,0.015,26,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019011101,0.002,0.3,0.033,0.01,32,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019011102,0.003,0.3,0.031,0.012,40,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019011103,0.003,0.4,0.03,0.01,42,29,광주 동구 서남로 1
광주 동구,324115,서석동,2019011104,0.003,0.4,0.027,0.012,48,33,광주 동구 서남로 1
광주 동구,324115,서석동,2019011105,0.003,0.4,0.029,0.01,53,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019011106,0.004,0.5,0.023,0.019,67,44,광주 동구 서남로 1
광주 동구,324115,서석동,2019011107,0.004,0.6,0.018,0.022,73,46,광주 동구 서남로 1
광주 동구,324115,서석동,2019011108,0.004,0.8,0.004,0.039,71,51,광주 동구 서남로 1
광주 동구,324115,서석동,2019011109,0.004,0.6,0.017,0.023,83,54,광주 동구 서남로 1
광주 동구,324115,서석동,2019011110,0.004,0.6,0.029,0.012,84,52,광주 동구 서남로 1
광주 동구,324115,서석동,2019011111,0.004,0.6,0.031,0.013,70,48,광주 동구 서남로 1
광주 동구,324115,서석동,2019011112,0.004,0.6,0.031,0.017,75,47,광주 동구 서남로 1
광주 동구,324115,서석동,2019011113,0.004,0.5,0.036,0.016,78,49,광주 동구 서남로 1
광주 동구,324115,서석동,2019011114,0.003,0.5,0.04,0.015,74,50,광주 동구 서남로 1
광주 동구,324115,서석동,2019011115,0.003,0.7,0.039,0.018,69,43,광주 동구 서남로 1
광주 동구,324115,서석동,2019011116,0.003,0.7,0.039,0.021,77,53,광주 동구 서남로 1
광주 동구,324115,서석동,2019011117,0.003,0.7,0.033,0.027,76,49,광주 동구 서남로 1
광주 동구,324115,서석동,2019011118,0.003,0.6,0.027,0.032,76,52,광주 동구 서남로 1
광주 동구,324115,서석동,2019011119,0.003,0.8,0.015,0.044,79,54,광주 동구 서남로 1
광주 동구,324115,서석동,2019011120,0.004,0.8,0.006,0.053,82,55,광주 동구 서남로 1
광주 동구,324115,서석동,2019011121,0.005,0.8,0.008,0.051,78,51,광주 동구 서남로 1
광주 동구,324115,서석동,2019011122,0.005,0.8,0.008,0.047,75,48,광주 동구 서남로 1
광주 동구,324115,서석동,2019011123,0.007,0.8,0.014,0.046,67,49,광주 동구 서남로 1
광주 동구,324115,서석동,2019011124,0.004,0.4,0.041,0.015,66,44,광주 동구 서남로 1
광주 동구,324115,서석동,2019011201,0.003,0.4,0.038,0.015,30,21,광주 동구 서남로 1
광주 동구,324115,서석동,2019011202,0.003,0.4,0.036,0.014,28,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019011203,0.003,0.4,0.035,0.011,31,21,광주 동구 서남로 1
광주 동구,324115,서석동,2019011204,0.003,0.5,0.031,0.013,27,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019011205,0.003,0.5,0.031,0.013,35,35,광주 동구 서남로 1
광주 동구,324115,서석동,2019011206,0.003,0.5,0.031,0.013,38,31,광주 동구 서남로 1
광주 동구,324115,서석동,2019011207,0.003,0.5,0.023,0.019,35,29,광주 동구 서남로 1
광주 동구,324115,서석동,2019011208,0.002,0.5,0.023,0.019,32,29,광주 동구 서남로 1
광주 동구,324115,서석동,2019011209,0.003,0.5,0.025,0.017,32,29,광주 동구 서남로 1
광주 동구,324115,서석동,2019011210,0.003,0.7,0.02,0.025,33,26,광주 동구 서남로 1
광주 동구,324115,서석동,2019011211,0.003,0.6,0.027,0.02,35,28,광주 동구 서남로 1
광주 동구,324115,서석동,2019011212,0.002,0.5,0.037,0.016,36,30,광주 동구 서남로 1
광주 동구,324115,서석동,2019011213,0.002,0.4,0.043,0.013,38,26,광주 동구 서남로 1
광주 동구,324115,서석동,2019011214,0.002,0.4,0.046,0.013,45,29,광주 동구 서남로 1
광주 동구,324115,서석동,2019011215,0.003,0.5,0.046,0.017,42,33,광주 동구 서남로 1
광주 동구,324115,서석동,2019011216,0.004,0.6,0.055,0.015,52,37,광주 동구 서남로 1
